Sample name	title	source name	organism	characteristics: Tissue	characteristics: Developmental Stage	characteristics: Ecotype	characteristics: Genotype	characteristics: Treatment	characteristics: Original series ID	characteristics: Replicate Group	molecule	label	platform
GSM791906	Reanalysis of GSM791906	"4-day-old Arabidopsis plants (Col-0) treated with 0 uM As, biological rep3"	Arabidopsis thaliana	root	0.5	Col-0	wild type	abiotic stress	GSE31977	GSE31977_1	total RNA	biotin	GPL198
GSM791907	Reanalysis of GSM791907	"4-day-old Arabidopsis plants (Col-0) treated with 100 uM As, biological rep1"	Arabidopsis thaliana	root	0.5	Col-0	wild type	abiotic stress	GSE31977	GSE31977_4	total RNA	biotin	GPL198
GSM791908	Reanalysis of GSM791908	"4-day-old Arabidopsis plants (Col-0) treated with 100 uM As, biological rep2"	Arabidopsis thaliana	root	0.5	Col-0	wild type	abiotic stress	GSE31977	GSE31977_4	total RNA	biotin	GPL198
GSM791909	Reanalysis of GSM791909	"4-day-old Arabidopsis plants (Col-0) treated with 100 uM As, biological rep3"	Arabidopsis thaliana	root	0.5	Col-0	wild type	abiotic stress	GSE31977	GSE31977_4	total RNA	biotin	GPL198
GSM791910	Reanalysis of GSM791910	"4-day-old Arabidopsis plants (Col-0) treated with 200 uM As, biological rep1"	Arabidopsis thaliana	root	0.5	Col-0	wild type	abiotic stress	GSE31977	GSE31977_7	total RNA	biotin	GPL198
GSM791911	Reanalysis of GSM791911	"4-day-old Arabidopsis plants (Col-0) treated with 200 uM As, biological rep2"	Arabidopsis thaliana	root	0.5	Col-0	wild type	abiotic stress	GSE31977	GSE31977_7	total RNA	biotin	GPL198
GSM791912	Reanalysis of GSM791912	"4-day-old Arabidopsis plants (Col-0) treated with 200 uM As, biological rep3"	Arabidopsis thaliana	root	0.5	Col-0	wild type	abiotic stress	GSE31977	GSE31977_7	total RNA	biotin	GPL198
GSM791913	Reanalysis of GSM791913	"4-day-old Arabidopsis plants (Ws-2) treated with 0 uM As, biological rep1"	Arabidopsis thaliana	root	0.5	ws		abiotic stress	GSE31977	GSE31977_10	total RNA	biotin	GPL198
GSM791914	Reanalysis of GSM791914	"4-day-old Arabidopsis plants (Ws-2) treated with 0 uM As, biological rep2"	Arabidopsis thaliana	root	0.5	ws		abiotic stress	GSE31977	GSE31977_10	total RNA	biotin	GPL198
GSM791915	Reanalysis of GSM791915	"4-day-old Arabidopsis plants (Ws-2) treated with 0 uM As, biological rep3"	Arabidopsis thaliana	root	0.5	ws		abiotic stress	GSE31977	GSE31977_10	total RNA	biotin	GPL198
GSM791916	Reanalysis of GSM791916	"4-day-old Arabidopsis plants (Ws-2) treated with 100 uM As, biological rep1"	Arabidopsis thaliana	root	0.5	ws		abiotic stress	GSE31977	GSE31977_13	total RNA	biotin	GPL198
GSM791917	Reanalysis of GSM791917	"4-day-old Arabidopsis plants (Ws-2) treated with 100 uM As, biological rep2"	Arabidopsis thaliana	root	0.5	ws		abiotic stress	GSE31977	GSE31977_13	total RNA	biotin	GPL198
GSM791918	Reanalysis of GSM791918	"4-day-old Arabidopsis plants (Ws-2) treated with 100 uM As, biological rep3"	Arabidopsis thaliana	root	0.5	ws		abiotic stress	GSE31977	GSE31977_13	total RNA	biotin	GPL198
GSM797716	Reanalysis of GSM797716	Wild type stage 12 rep A	Arabidopsis thaliana	flower	6	Col-0	wild type	mutant	GSE32193	GSE32193_1	total RNA	biotin	GPL198
GSM797717	Reanalysis of GSM797717	Wild type stage 12 rep B	Arabidopsis thaliana	flower	6	Col-0	wild type	mutant	GSE32193	GSE32193_1	total RNA	biotin	GPL198
GSM797718	Reanalysis of GSM797718	Wild type stage 12 rep C	Arabidopsis thaliana	flower	6	Col-0	wild type	mutant	GSE32193	GSE32193_1	total RNA	biotin	GPL198
GSM797719	Reanalysis of GSM797719	arf6 arf8 stage 12 rep A	Arabidopsis thaliana	flower	6	Col-0	mutant	mutant	GSE32193	GSE32193_4	total RNA	biotin	GPL198
GSM797721	Reanalysis of GSM797721	arf6 arf8 stage 12 rep C	Arabidopsis thaliana	flower	6	Col-0	mutant	mutant	GSE32193	GSE32193_4	total RNA	biotin	GPL198
GSM797722	Reanalysis of GSM797722	myb21 myb24 stage 12 rep A	Arabidopsis thaliana	flower	6	Col-0	mutant	mutant	GSE32193	GSE32193_7	total RNA	biotin	GPL198
GSM797724	Reanalysis of GSM797724	myb21 myb24 stage 12 rep C	Arabidopsis thaliana	flower	6	Col-0	mutant	mutant	GSE32193	GSE32193_7	total RNA	biotin	GPL198
GSM797725	Reanalysis of GSM797725	Wild type stage 13 rep A	Arabidopsis thaliana	flower	6	Col-0	wild type	mutant	GSE32193	GSE32193_10	total RNA	biotin	GPL198
GSM797727	Reanalysis of GSM797727	Wild type stage 13 rep C	Arabidopsis thaliana	flower	6	Col-0	wild type	mutant	GSE32193	GSE32193_10	total RNA	biotin	GPL198
GSM797728	Reanalysis of GSM797728	arf6 arf8 stage 13 rep A	Arabidopsis thaliana	flower	6	Col-0	mutant	mutant	GSE32193	GSE32193_13	total RNA	biotin	GPL198
GSM797730	Reanalysis of GSM797730	arf6 arf8 stage 13 rep C	Arabidopsis thaliana	flower	6	Col-0	mutant	mutant	GSE32193	GSE32193_13	total RNA	biotin	GPL198
GSM797731	Reanalysis of GSM797731	myb21 myb24 stage 13 rep A	Arabidopsis thaliana	flower	6	Col-0	mutant	mutant	GSE32193	GSE32193_16	total RNA	biotin	GPL198
GSM797732	Reanalysis of GSM797732	myb21 myb24 stage 13 rep B	Arabidopsis thaliana	flower	6	Col-0	mutant	mutant	GSE32193	GSE32193_16	total RNA	biotin	GPL198
GSM797733	Reanalysis of GSM797733	myb21 myb24 stage 13 rep C	Arabidopsis thaliana	flower	6	Col-0	mutant	mutant	GSE32193	GSE32193_16	total RNA	biotin	GPL198
GSM807184	Reanalysis of GSM807184	leaves des1 water rep1	Arabidopsis thaliana	leaf	6	Col-0	mutant	mutant	GSE32566	GSE32566_1	total RNA	biotin	GPL198
GSM807185	Reanalysis of GSM807185	leaves des1 water rep2	Arabidopsis thaliana	leaf	6	Col-0	mutant	mutant	GSE32566	GSE32566_1	total RNA	biotin	GPL198
GSM807186	Reanalysis of GSM807186	leaves des1 water rep3	Arabidopsis thaliana	leaf	6	Col-0	mutant	mutant	GSE32566	GSE32566_1	total RNA	biotin	GPL198
GSM807187	Reanalysis of GSM807187	leaves des1 Na2S rep1	Arabidopsis thaliana	leaf	6	Col-0	mutant	mutant	GSE32566	GSE32566_4	total RNA	biotin	GPL198
GSM807188	Reanalysis of GSM807188	leaves des1 Na2S rep2	Arabidopsis thaliana	leaf	6	Col-0	mutant	mutant	GSE32566	GSE32566_4	total RNA	biotin	GPL198
GSM807189	Reanalysis of GSM807189	leaves des1 Na2S rep3	Arabidopsis thaliana	leaf	6	Col-0	mutant	mutant	GSE32566	GSE32566_4	total RNA	biotin	GPL198
GSM807190	Reanalysis of GSM807190	leaves WT water rep1	Arabidopsis thaliana	leaf	6	Col-0	wild type	mutant	GSE32566	GSE32566_7	total RNA	biotin	GPL198
GSM807191	Reanalysis of GSM807191	leaves WT water rep2	Arabidopsis thaliana	leaf	6	Col-0	wild type	mutant	GSE32566	GSE32566_7	total RNA	biotin	GPL198
GSM807192	Reanalysis of GSM807192	leaves WT water rep3	Arabidopsis thaliana	leaf	6	Col-0	wild type	mutant	GSE32566	GSE32566_7	total RNA	biotin	GPL198
GSM807193	Reanalysis of GSM807193	leaves WT Na2S rep1	Arabidopsis thaliana	leaf	6	Col-0	wild type	mutant	GSE32566	GSE32566_10	total RNA	biotin	GPL198
GSM807194	Reanalysis of GSM807194	leaves WT Na2S rep2	Arabidopsis thaliana	leaf	6	Col-0	wild type	mutant	GSE32566	GSE32566_10	total RNA	biotin	GPL198
GSM807195	Reanalysis of GSM807195	leaves WT Na2S rep3	Arabidopsis thaliana	leaf	6	Col-0	wild type	mutant	GSE32566	GSE32566_10	total RNA	biotin	GPL198
GSM74894	Reanalysis of GSM74894	Wildtype_no treatment_Rep1	Arabidopsis thaliana	seedling	-	Col-0	wild type	"mutant, abiotic"	GSE3326	GSE3326_1	total RNA	biotin	GPL198
GSM74895	Reanalysis of GSM74895	Wildtype_no treatment_Rep2	Arabidopsis thaliana	seedling	-	Col-0	wild type	"mutant, abiotic"	GSE3326	GSE3326_1	total RNA	biotin	GPL198
GSM74896	Reanalysis of GSM74896	Wildtype_3H Cold_Rep1	Arabidopsis thaliana	seedling	-	Col-0	wild type	"mutant, abiotic"	GSE3326	GSE3326_3	total RNA	biotin	GPL198
GSM74897	Reanalysis of GSM74897	Wildtype_3H Cold_Rep2	Arabidopsis thaliana	seedling	-	Col-0	wild type	"mutant, abiotic"	GSE3326	GSE3326_3	total RNA	biotin	GPL198
GSM74898	Reanalysis of GSM74898	Wildtype_6H Cold_Rep1	Arabidopsis thaliana	seedling	-	Col-0	wild type	"mutant, abiotic"	GSE3326	GSE3326_5	total RNA	biotin	GPL198
GSM74899	Reanalysis of GSM74899	Wildtype_6H Cold_Rep2	Arabidopsis thaliana	seedling	-	Col-0	wild type	"mutant, abiotic"	GSE3326	GSE3326_5	total RNA	biotin	GPL198
GSM74900	Reanalysis of GSM74900	Wildtype_24H Cold_Rep1	Arabidopsis thaliana	seedling	-	Col-0	wild type	"mutant, abiotic"	GSE3326	GSE3326_7	total RNA	biotin	GPL198
GSM74901	Reanalysis of GSM74901	Wildtype_24H Cold_Rep2	Arabidopsis thaliana	seedling	-	Col-0	wild type	"mutant, abiotic"	GSE3326	GSE3326_7	total RNA	biotin	GPL198
GSM74902	Reanalysis of GSM74902	ice1_no treatment_Rep1	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, abiotic"	GSE3326	GSE3326_9	total RNA	biotin	GPL198
GSM74903	Reanalysis of GSM74903	ice1_no treatment_Rep2	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, abiotic"	GSE3326	GSE3326_9	total RNA	biotin	GPL198
GSM74904	Reanalysis of GSM74904	ice1_3H Cold_Rep1	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, abiotic"	GSE3326	GSE3326_11	total RNA	biotin	GPL198
GSM74905	Reanalysis of GSM74905	ice1_3H Cold_Rep2	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, abiotic"	GSE3326	GSE3326_11	total RNA	biotin	GPL198
GSM74906	Reanalysis of GSM74906	ice1_6H Cold_Rep1	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, abiotic"	GSE3326	GSE3326_13	total RNA	biotin	GPL198
GSM74907	Reanalysis of GSM74907	ice1_6H Cold_Rep2	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, abiotic"	GSE3326	GSE3326_13	total RNA	biotin	GPL198
GSM74908	Reanalysis of GSM74908	ice1_24H Cold_Rep1	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, abiotic"	GSE3326	GSE3326_15	total RNA	biotin	GPL198
GSM74909	Reanalysis of GSM74909	ice1_24H Cold_Rep2	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, abiotic"	GSE3326	GSE3326_15	total RNA	biotin	GPL198
GSM824796	Reanalysis of GSM824796	#NAME?	Arabidopsis thaliana	root	-	Col-0		mutant	GSE33344	GSE33344_1	total RNA	biotin	GPL198
GSM824797	Reanalysis of GSM824797	#NAME?	Arabidopsis thaliana	root	-	Col-0		mutant	GSE33344	GSE33344_1	total RNA	biotin	GPL198
GSM824798	Reanalysis of GSM824798	#NAME?	Arabidopsis thaliana	root	-	Col-0		mutant	GSE33344	GSE33344_1	total RNA	biotin	GPL198
GSM824799	Reanalysis of GSM824799	#NAME?	Arabidopsis thaliana	root	-	Col-0		mutant	GSE33344	GSE33344_2	total RNA	biotin	GPL198
GSM824800	Reanalysis of GSM824800	#NAME?	Arabidopsis thaliana	root	-	Col-0		mutant	GSE33344	GSE33344_2	total RNA	biotin	GPL198
GSM824801	Reanalysis of GSM824801	#NAME?	Arabidopsis thaliana	root	-	Col-0		mutant	GSE33344	GSE33344_2	total RNA	biotin	GPL198
GSM824802	Reanalysis of GSM824802	#NAME?	Arabidopsis thaliana	root	-	Col-0		mutant	GSE33344	GSE33344_3	total RNA	biotin	GPL198
GSM824803	Reanalysis of GSM824803	#NAME?	Arabidopsis thaliana	root	-	Col-0		mutant	GSE33344	GSE33344_3	total RNA	biotin	GPL198
GSM824804	Reanalysis of GSM824804	#NAME?	Arabidopsis thaliana	root	-	Col-0		mutant	GSE33344	GSE33344_3	total RNA	biotin	GPL198
GSM824805	Reanalysis of GSM824805	#NAME?	Arabidopsis thaliana	root	-	Col-0		mutant	GSE33344	GSE33344_4	total RNA	biotin	GPL198
GSM824806	Reanalysis of GSM824806	#NAME?	Arabidopsis thaliana	root	-	Col-0		mutant	GSE33344	GSE33344_4	total RNA	biotin	GPL198
GSM824807	Reanalysis of GSM824807	#NAME?	Arabidopsis thaliana	root	-	Col-0		mutant	GSE33344	GSE33344_4	total RNA	biotin	GPL198
GSM826542	Reanalysis of GSM826542	WT-mock-rep1	Arabidopsis thaliana	seedling	0.5	Col-0	wild type	mutant	GSE33412	GSE33412_1	total RNA	biotin	GPL198
GSM826543	Reanalysis of GSM826543	WT-mock-rep2	Arabidopsis thaliana	seedling	0.5	Col-0	wild type	mutant	GSE33412	GSE33412_1	total RNA	biotin	GPL198
GSM826544	Reanalysis of GSM826544	WT-BR-rep1	Arabidopsis thaliana	seedling	0.5	Col-0	wild type	mutant	GSE33412	GSE33412_3	total RNA	biotin	GPL198
GSM826545	Reanalysis of GSM826545	WT-BR-rep2	Arabidopsis thaliana	seedling	0.5	Col-0	wild type	mutant	GSE33412	GSE33412_3	total RNA	biotin	GPL198
GSM826546	Reanalysis of GSM826546	msg2-mock-rep1	Arabidopsis thaliana	seedling	0.5	Col-0		mutant	GSE33412	GSE33412_5	total RNA	biotin	GPL198
GSM826547	Reanalysis of GSM826547	msg2-mock-rep2	Arabidopsis thaliana	seedling	0.5	Col-0		mutant	GSE33412	GSE33412_5	total RNA	biotin	GPL198
GSM826548	Reanalysis of GSM826548	msg2-BR-rep1	Arabidopsis thaliana	seedling	0.5	Col-0		mutant	GSE33412	GSE33412_7	total RNA	biotin	GPL198
GSM826549	Reanalysis of GSM826549	msg2-BR-rep2	Arabidopsis thaliana	seedling	0.5	Col-0		mutant	GSE33412	GSE33412_7	total RNA	biotin	GPL198
GSM826550	Reanalysis of GSM826550	axr2-mock-rep1	Arabidopsis thaliana	seedling	0.5	Col-0		mutant	GSE33412	GSE33412_9	total RNA	biotin	GPL198
GSM826551	Reanalysis of GSM826551	axr2-mock-rep2	Arabidopsis thaliana	seedling	0.5	Col-0		mutant	GSE33412	GSE33412_9	total RNA	biotin	GPL198
GSM826552	Reanalysis of GSM826552	axr2-BR-rep1	Arabidopsis thaliana	seedling	0.5	Col-0		mutant	GSE33412	GSE33412_11	total RNA	biotin	GPL198
GSM826553	Reanalysis of GSM826553	axr2-BR-rep2	Arabidopsis thaliana	seedling	0.5	Col-0		mutant	GSE33412	GSE33412_11	total RNA	biotin	GPL198
GSM75508	Reanalysis of GSM75508	Col-0 0h NAA replicate 1	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE3350	GSE3350_1	total RNA	biotin	GPL198
GSM75509	Reanalysis of GSM75509	Col-0 2h NAA replicate 1	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE3350	GSE3350_2	total RNA	biotin	GPL198
GSM75510	Reanalysis of GSM75510	Col-0 6h NAA replicate 1	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE3350	GSE3350_3	total RNA	biotin	GPL198
GSM75511	Reanalysis of GSM75511	Col-0 6h MOCK replicate 1	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE3350	GSE3350_4	total RNA	biotin	GPL198
GSM75512	Reanalysis of GSM75512	Col-0 0h NAA replicate 2	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE3350	GSE3350_1	total RNA	biotin	GPL198
GSM75513	Reanalysis of GSM75513	Col-0 2h NAA replicate 2	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE3350	GSE3350_2	total RNA	biotin	GPL198
GSM75514	Reanalysis of GSM75514	Col-0 6h NAA replicate 2	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE3350	GSE3350_3	total RNA	biotin	GPL198
GSM75515	Reanalysis of GSM75515	Col-0 6h MOCK replicate 2	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE3350	GSE3350_4	total RNA	biotin	GPL198
GSM75516	Reanalysis of GSM75516	slr-1 0h NAA replicate 1	Arabidopsis thaliana	root	0.1	Col-0	mutant	hormone	GSE3350	GSE3350_9	total RNA	biotin	GPL198
GSM75517	Reanalysis of GSM75517	slr-1 2h NAA replicate 1	Arabidopsis thaliana	root	0.1	Col-0	mutant	hormone	GSE3350	GSE3350_10	total RNA	biotin	GPL198
GSM75518	Reanalysis of GSM75518	slr-1 6h NAA replicate 1	Arabidopsis thaliana	root	0.1	Col-0	mutant	hormone	GSE3350	GSE3350_11	total RNA	biotin	GPL198
GSM75519	Reanalysis of GSM75519	slr-1 0h NAA replicate 2	Arabidopsis thaliana	root	0.1	Col-0	mutant	hormone	GSE3350	GSE3350_9	total RNA	biotin	GPL198
GSM75520	Reanalysis of GSM75520	slr-1 2h NAA replicate 2	Arabidopsis thaliana	root	0.1	Col-0	mutant	hormone	GSE3350	GSE3350_10	total RNA	biotin	GPL198
GSM75521	Reanalysis of GSM75521	slr-1 6h NAA replicate 2	Arabidopsis thaliana	root	0.1	Col-0	mutant	hormone	GSE3350	GSE3350_11	total RNA	biotin	GPL198
GSM828851	Reanalysis of GSM828851	A.thaliana seedlings treated by volatiles from healthy Lima bean plants for 24h rep1	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_1	total RNA	biotin	GPL198
GSM828852	Reanalysis of GSM828852	A.thaliana seedlings treated by volatiles from healthy Lima bean plants for 24h rep2	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_1	total RNA	biotin	GPL198
GSM828853	Reanalysis of GSM828853	A.thaliana seedlings treated by volatiles from healthy Lima bean plants for 48h rep1	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_3	total RNA	biotin	GPL198
GSM828854	Reanalysis of GSM828854	A.thaliana seedlings treated by volatiles from healthy Lima bean plants for 48h rep2	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_3	total RNA	biotin	GPL198
GSM828855	Reanalysis of GSM828855	A.thaliana seedlings treated by volatiles from healthy Lima bean plants for 48h rep3	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_3	total RNA	biotin	GPL198
GSM828856	Reanalysis of GSM828856	A.thaliana seedlings treated by volatiles from leafminer damaged Lima bean plants for 24h rep1	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_6	total RNA	biotin	GPL198
GSM828857	Reanalysis of GSM828857	A.thaliana seedlings treated by volatiles from leafminer damaged Lima bean plants for 24h rep2	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_6	total RNA	biotin	GPL198
GSM828858	Reanalysis of GSM828858	A.thaliana seedlings treated by volatiles from leafminer damaged Lima bean plants for 48h rep1	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_8	total RNA	biotin	GPL198
GSM828859	Reanalysis of GSM828859	A.thaliana seedlings treated by volatiles from leafminer damaged Lima bean plants for 48h rep2	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_8	total RNA	biotin	GPL198
GSM828860	Reanalysis of GSM828860	A.thaliana seedlings treated by volatiles from leafminer damaged Lima bean plants for 48h rep3	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_8	total RNA	biotin	GPL198
GSM828861	Reanalysis of GSM828861	Healthy A.thaliana seedlings rep1	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_11	total RNA	biotin	GPL198
GSM828862	Reanalysis of GSM828862	Healthy A.thaliana seedlings rep2	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_11	total RNA	biotin	GPL198
GSM828863	Reanalysis of GSM828863	Healthy A.thaliana seedlings rep3	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_11	total RNA	biotin	GPL198
GSM828864	Reanalysis of GSM828864	Leafminer damaged A.thaliana seedlings rep1	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_14	total RNA	biotin	GPL198
GSM828865	Reanalysis of GSM828865	Leafminer damaged A.thaliana seedlings rep2	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_14	total RNA	biotin	GPL198
GSM828866	Reanalysis of GSM828866	Leafminer damaged A.thaliana seedlings rep3	Arabidopsis thaliana	leaf	5.1	Col-0	wild type	biotic stress	GSE33505	GSE33505_14	total RNA	biotin	GPL198
GSM835808	Reanalysis of GSM835808	"Shoot Mock, biological rep1 [ATH1-121501]"	Arabidopsis thaliana	shoot	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_1	total RNA	biotin	GPL198
GSM835809	Reanalysis of GSM835809	"Shoot Mock, biological rep2 [ATH1-121501]"	Arabidopsis thaliana	shoot	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_1	total RNA	biotin	GPL198
GSM835810	Reanalysis of GSM835810	"Shoot Mock, biological rep3 [ATH1-121501]"	Arabidopsis thaliana	shoot	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_1	total RNA	biotin	GPL198
GSM835811	Reanalysis of GSM835811	"Shoot Phosphate starvation, biological rep1 [ATH1-121501]"	Arabidopsis thaliana	shoot	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_2	total RNA	biotin	GPL198
GSM835812	Reanalysis of GSM835812	"Shoot Phosphate starvation, biological rep2 [ATH1-121501]"	Arabidopsis thaliana	shoot	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_2	total RNA	biotin	GPL198
GSM835813	Reanalysis of GSM835813	"Shoot Phosphate starvation, biological rep3 [ATH1-121501]"	Arabidopsis thaliana	shoot	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_2	total RNA	biotin	GPL198
GSM835814	Reanalysis of GSM835814	"Shoot Phosphate recovery, biological rep1 [ATH1-121501]"	Arabidopsis thaliana	shoot	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_3	total RNA	biotin	GPL198
GSM835815	Reanalysis of GSM835815	"Shoot Phosphate recovery, biological rep2 [ATH1-121501]"	Arabidopsis thaliana	shoot	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_3	total RNA	biotin	GPL198
GSM835816	Reanalysis of GSM835816	"Shoot Phosphate recovery, biological rep3 [ATH1-121501]"	Arabidopsis thaliana	shoot	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_3	total RNA	biotin	GPL198
GSM835817	Reanalysis of GSM835817	"Root Mock, biological rep1 [ATH1-121501]"	Arabidopsis thaliana	root	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_4	total RNA	biotin	GPL198
GSM835818	Reanalysis of GSM835818	"Root Mock, biological rep2 [ATH1-121501]"	Arabidopsis thaliana	root	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_4	total RNA	biotin	GPL198
GSM835819	Reanalysis of GSM835819	"Root Mock, biological rep3 [ATH1-121501]"	Arabidopsis thaliana	root	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_4	total RNA	biotin	GPL198
GSM835820	Reanalysis of GSM835820	"Root Phosphate starvation, biological rep1 [ATH1-121501]"	Arabidopsis thaliana	root	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_5	total RNA	biotin	GPL198
GSM835821	Reanalysis of GSM835821	"Root Phosphate starvation, biological rep2 [ATH1-121501]"	Arabidopsis thaliana	root	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_5	total RNA	biotin	GPL198
GSM835822	Reanalysis of GSM835822	"Root Phosphate starvation, biological rep3 [ATH1-121501]"	Arabidopsis thaliana	root	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_5	total RNA	biotin	GPL198
GSM835823	Reanalysis of GSM835823	"Root Phosphate recovery, biological rep1 [ATH1-121501]"	Arabidopsis thaliana	root	6	Col-0	wild type	abiotic stress	GSE33790	GSE33790_6	total RNA	biotin	GPL198
